;Matricula;Mes_Recebimento;Padrao_Antigo;R1002_Antiga;R1007_Antiga;R1028_Antiga;R1170_Antiga;R1067_Antiga;R1013_Antiga;R1014_Antiga;R1002_Nova;R1007_Nova;R1028_Nova;R1170_Nova;R1067_Nova
;24251;092023;C31;13136.95;394.11;394.1;1970.54;0;0;0;13136.95;394.11;394.1;1970.54;0
;24275;092023;A46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;24276;092023;B46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;24292;092023;B46;19587.16;587.61;1337.96;2938.07;0;0;0;19587.16;587.61;391.74;2938.07;0
;24295;092023;B46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;24296;092023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;24305;092023;B46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;24306;092023;A46;19587.16;587.61;0;2350.45;0;0;0;19587.16;587.61;0;2350.45;0
;24307;092023;B46;19587.16;587.61;0;2448.39;0;7541.05;10054.48;19587.16;587.61;0;2448.39;0
;24308;092023;B46;19587.16;587.61;0;7923.18;0;0;0;19587.16;587.61;0;2644.26;0
;24309;092023;C31;13136.95;394.11;262.73;1970.54;0;0;0;13136.95;394.11;262.73;1970.54;0
;24310;092023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;24311;092023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;24312;092023;C31;13136.95;394.11;919.58;1970.54;0;0;0;13136.95;394.11;1050.95;1970.54;0
;24313;092023;A46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;24314;092023;A46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;24315;092023;B46;19587.16;587.61;0;3890.5;0;0;0;19587.16;587.61;0;2938.07;0
;24316;092023;B46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;24317;092023;B46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;24318;092023;B46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;24321;092023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;24322;092023;B46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;24324;092023;C31;13136.95;394.11;2790.04;1970.54;0;0;0;13136.95;394.11;1050.95;1970.54;0
;24327;092023;C31;13136.95;394.11;0;1642.11;0;0;0;13136.95;394.11;0;1642.11;0
;24328;092023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;24330;092023;B46;19587.16;587.61;0;1175.22;0;0;0;19587.16;587.61;0;1175.22;0
;24331;092023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;24333;092023;C31;13136.95;394.11;4632.65;1970.54;0;0;0;13136.95;394.11;1576.43;1970.54;0
;24334;092023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;24336;092023;C31;13136.95;394.11;0;1050.95;0;0;0;13136.95;394.11;0;1050.95;0
;24340;092023;B46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;24344;092023;B46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;24371;092023;C31;13136.95;394.11;0;0;0;0;0;13136.95;394.11;0;0;0
;24382;102023;B46;0;0;0;0;0;0;0;19587.16;587.61;0;0;0
